onset	duration	trial_type	offset	trial	block	blockCntr	frequency	amplitude_1	amplitude_2	amplitude_3	amplitude_4	amplitude_5	amplitude_6	amplitude_7	amplitude_8	transition	sham	mode	runNr	scanNr	subjectNr	target	eyeClosed	nrBlinks	meanPupilArea
20.3842713934779	4.01697108650207	RTPJ	24.40124247998	1	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.0789265982636148	1	3012.48871750928
25.3853077338338	4.01997114887833	RTPJ	29.4052788827121	2	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.236779794790845	3	2908.49052051017
30.3897979541719	4.01980224552751	RTPJ	34.4096001996994	3	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.167587476979742	3	2092.97534766119
35.4102401989102	4.02002051523328	RTPJ	39.4302607141435	4	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.337805840568272	5	1320.58124751689
40.4310117875934	4.01983398103715	RTPJ	44.4508457686305	5	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.304130491975796	3	1335.22230623819
45.434958273083	4.02013758397103	RTPJ	49.455095857054	6	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.206524598789792	2	2041.05935013263
50.4389936179519	4.01995986521244	RTPJ	54.4589534831643	7	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.205735332807156	3	2134.67538920172
55.4431107699275	4.01999830037356	RTPJ	59.4631090703011	8	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.385424888187319	3	1368.58946917808
60.4471584563851	4.02027334135771	RTPJ	64.4674317977428	9	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.185214417258616	3	2171.38779463997
65.4512512777746	4.01994646573067	RTPJ	69.4711977435052	10	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.236779794790845	3	3190.53464322647
70.4552732232511	4.0198590168059	RTPJ	74.475132240057	11	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.253091291765325	4	3249.46319126453
75.4597165455818	4.01971550184489	RTPJ	79.4794320474267	12	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.239936858721389	3	3215.84458290066
80.4634669761956	4.01994364482164	RTPJ	84.4834106210172	13	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.15785319652723	3	2555.63011558888
85.4675072577298	4.01989992031456	RTPJ	89.4874071780443	14	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.255459089713233	4	2822.64982332155
90.488207265228	4.01990626743437	RTPJ	94.5081135326624	15	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.0789265982636148	1	2750.2273636104
95.4922404944301	4.02000993672013	RTPJ	99.5122504311502	16	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.219415943172849	3	2411.84529828109
100.49635270974	4.01987594240903	RTPJ	104.516228652149	17	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.379636937647987	5	1464.55555555556
105.500400043577	4.02004484578967	RTPJ	109.520444889367	18	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.313338595106551	4	1274.84022988506
110.504436093688	4.01998419570923	RTPJ	114.524420289397	19	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.274401473296501	3	1752.95612762872
115.525233776003	4.01983962288499	RTPJ	119.545073398888	20	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.270981320705078	3	2500.92782389029
120.529360448599	4.01986077991127	RTPJ	124.54922122851	21	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.166535122336227	2	2937.32039141414
125.533310107648	4.01998102214931	RTPJ	129.553291129798	22	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.166535122336227	3	3300.28882575758
130.537325353384	4.02001769429447	RTPJ	134.557343047678	23	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.283346487766377	3	2935.79478707783
135.541545469344	4.01986712703106	RTPJ	139.561412596375	24	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.247566429886872	3	2512.67657342657
140.545614312828	4.01996198087932	RTPJ	144.565576293707	25	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.228097868981847	2	3119.12610770279
145.566300568312	4.01993518200516	RTPJ	149.586235750318	26	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.277032359905288	3	2163.39556040757
150.570382458568	4.01983539149165	RTPJ	154.590217850059	27	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.394106813996317	3	2412.31828050369
155.574744679064	4.01960336977243	RTPJ	159.594348048836	28	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.155222309918443	2	2463.49486141389
160.578453853577	4.02002862539888	RTPJ	164.598482478976	29	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.160484083136017	2	2462.8439360702
165.59915527156	4.02008504408596	RTPJ	169.619240315646	30	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.171796895553802	3	1339.7541296061
170.603293580472	4.02007517081501	RTPJ	174.623368751287	31	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.194948697711129	3	2548.40620915033
175.607359955639	4.01995387068391	RTPJ	179.627313826323	32	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.266508813470139	4	2288.9318507891
180.611414341837	4.01994399738314	RTPJ	184.63135833922	33	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.283872665088135	6	2286.19066862601
185.615482127428	4.02008116531371	RTPJ	189.635563292742	34	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.156011575901079	2	2810.6963840399
190.636200823635	4.02010055920482	RTPJ	194.65630138284	35	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.240989213364904	4	2724.07313691508
195.640285182238	4.01982763391734	RTPJ	199.660112816155	36	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.373059721126019	4	2138.67897608057
200.644456284523	4.01983680197597	RTPJ	204.664293086499	37	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.452512496711392	5	1415.06006727535
205.665081889898	4.0201076115668	RTPJ	209.685189501464	38	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.365956327282294	4	2017.89377593361
210.669067868441	4.02004555106163	RTPJ	214.689113419503	39	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.257563799000263	3	2627.38199858257
215.673225923955	4.01991296714544	RTPJ	219.693138891101	40	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.272296764009471	4	2099.51409978308
220.677303582817	4.01995069715383	RTPJ	224.697254279971	41	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.243093922651934	3	1595.7201946472
225.681350564033	4.01994152912499	RTPJ	229.701292093158	42	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.273086029992107	3	1259.51682953312
230.685400013596	4.01986219036579	RTPJ	234.705262203962	43	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.259668508287293	3	2213.83297796731
235.689670906395	4.01975358441473	RTPJ	239.709424490809	44	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.351486450933965	3	2605.04178498986
240.693605402917	4.0198896944523	RTPJ	244.713495097369	45	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.195211786372007	2	1718.35403726708
245.714332914531	4.02000323700904	RTPJ	249.73433615154	46	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	2	8	214	RTPJ	0.207576953433307	5	1130.96580345286
