onset	duration	trial_type	offset	trial	block	blockCntr	frequency	amplitude_1	amplitude_2	amplitude_3	amplitude_4	amplitude_5	amplitude_6	amplitude_7	amplitude_8	transition	sham	mode	runNr	scanNr	subjectNr	target	eyeClosed	nrBlinks	meanPupilArea
20.2913995298743	4.01244914382696	BOTH	24.3038486737013	1	1	1	10	750	250	250	250	250	250	250	750	2000	0	BLOCKED	3	8	227	BOTH	0.017626940278874	1	1804.10069630423
25.2879223734736	4.02000925266742	BOTH	29.3079316261411	2	1	1	10	750	250	250	250	250	250	250	750	2000	0	BLOCKED	3	8	227	BOTH	0.0307813733228098	1	2162.25977198697
30.2920314195752	4.01995530229807	BOTH	34.3119867218733	3	1	1	10	750	250	250	250	250	250	250	750	2000	0	BLOCKED	3	8	227	BOTH	0.0273612207313865	1	2189.56370029754
35.2960371488929	4.02001313149929	BOTH	39.3160502803922	4	1	1	10	750	250	250	250	250	250	250	750	2000	0	BLOCKED	3	8	227	BOTH	0.15785319652723	2	2050.77538269291
40.3001980296969	4.0200050213337	BOTH	44.3202030510306	5	1	1	10	750	250	250	250	250	250	250	750	2000	0	BLOCKED	3	8	227	BOTH	0.15785319652723	3	1880.9478288035
45.3042732245922	4.01998245376348	BOTH	49.3242556783557	6	1	1	10	750	250	250	250	250	250	250	750	2000	0	BLOCKED	3	8	227	BOTH	0.158379373848987	3	2363.9290403251
50.3250980803966	4.02011115902663	BOTH	54.3452092394233	7	1	1	10	750	250	250	250	250	250	250	750	2000	0	BLOCKED	3	8	227	BOTH	0.14759273875296	2	2116.28395061728
55.3292758868337	4.01963230508566	BOTH	59.3489081919193	8	1	1	10	750	250	250	250	250	250	250	750	2000	0	BLOCKED	3	8	227	BOTH	0.0789265982636148	1	2198.85147100828
60.3332294288278	4.02003957772254	BOTH	64.3532690065503	9	1	1	10	750	250	250	250	250	250	250	750	2000	0	BLOCKED	3	8	227	BOTH	0.0910286766640358	2	1737.51693198263
65.3540511111021	4.01987490558624	BOTH	69.3739260166883	10	1	1	10	750	250	250	250	250	250	250	750	2000	0	BLOCKED	3	8	227	BOTH	0.164167324388319	2	1611.18917217501
70.374608330667	4.02005121403933	BOTH	74.3946595447063	11	1	1	10	750	250	250	250	250	250	250	750	2000	0	BLOCKED	3	8	227	BOTH	0.160220994475138	2	1775.56296992481
