onset	duration	trial_type	offset	trial	block	blockCntr	frequency	amplitude_1	amplitude_2	amplitude_3	amplitude_4	amplitude_5	amplitude_6	amplitude_7	amplitude_8	transition	sham	mode	runNr	scanNr	subjectNr	target	eyeClosed	parms_1	parms_2	parms_3	sigma	nrBlinks	meanPupilArea
20.2826497448087	4.01799896407127	VLPFC	24.3006487088799	1	1	1	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	4	12	220	VLPFC	1	n/a	n/a	n/a	n/a	0	n/a
25.3017583934665	4.01955082982779	VLPFC	29.3213092232943	2	1	1	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	4	12	220	VLPFC	1	n/a	n/a	n/a	n/a	0	n/a
30.3058110165596	4.01967107212543	VLPFC	34.325482088685	3	1	1	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	4	12	220	VLPFC	1	n/a	n/a	n/a	n/a	0	n/a
35.3097670226693	4.02006635540724	VLPFC	39.3298333780766	4	1	1	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	4	12	220	VLPFC	1	n/a	n/a	n/a	n/a	0	n/a
40.3305008813739	4.01974900043011	VLPFC	44.350249881804	5	1	1	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	4	12	220	VLPFC	1	n/a	n/a	n/a	n/a	0	n/a
45.3514297371507	4.01961817961931	VLPFC	49.37104791677	6	1	1	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	4	12	220	VLPFC	1	n/a	n/a	n/a	n/a	0	n/a
50.3718628138304	4.02005965566635	VLPFC	54.3919224694967	7	1	1	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	4	12	220	VLPFC	1	n/a	n/a	n/a	n/a	0	n/a
55.3928269312382	4.01977192050219	VLPFC	59.4125988517404	8	1	1	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	4	12	220	VLPFC	1	n/a	n/a	n/a	n/a	0	n/a
60.3967219346762	4.01989075225591	VLPFC	64.4166126869321	9	1	1	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	4	12	220	VLPFC	1	n/a	n/a	n/a	n/a	0	n/a
65.4007967726588	4.01993236100674	VLPFC	69.4207291336656	10	1	1	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	4	12	220	VLPFC	1	n/a	n/a	n/a	n/a	0	n/a
