onset	duration	trial_type	offset	trial	block	blockCntr	frequency	amplitude_1	amplitude_2	amplitude_3	amplitude_4	amplitude_5	amplitude_6	amplitude_7	amplitude_8	transition	sham	mode	runNr	scanNr	subjectNr	target	eyeClosed	parms_1	parms_2	parms_3	sigma	nrBlinks	meanPupilArea
20.4238307496309	4.02335485824943	VLPFC	24.4471856078804	1	1	1	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	2	10	212	VLPFC	0.11681136543015	1078.97520641416	-0.117331900544878	2.57467526314098e-05	49.8125282062909	2	974.233839737861
25.4312617928088	4.01999688991904	VLPFC	29.4512586827278	2	1	1	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	2	10	212	VLPFC	0.0789265982636148	1154.85994333953	-0.00329919430572539	-1.60037495155738e-05	55.3893527583735	1	1058.52070836904
30.4518916296065	4.02004026177526	VLPFC	34.4719318913817	3	1	1	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	2	10	212	VLPFC	0.0789265982636148	905.897154618034	0.0872425386951933	-1.47213205422781e-05	59.0752910278433	1	1006.14081690945
35.473008077383	4.0197507635057	VLPFC	39.4927588408887	4	1	1	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	2	10	212	VLPFC	0.0789265982636148	987.248343877736	0.127569280143246	-4.16706432695629e-05	60.2890953754894	3	1015.00856898029
40.4934573744535	4.02001910477877	VLPFC	44.5134764792323	5	1	1	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	2	10	212	VLPFC	0.15785319652723	822.459748550155	0.225069691721264	-6.0618594038543e-05	39.0605014051332	2	963.557325835676
45.5143400373757	4.01975499489903	VLPFC	49.5340950322747	6	1	1	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	2	10	212	VLPFC	0.229150223625362	998.895480977359	0.0571293466433744	-2.19411013149971e-05	74.1459970834666	3	991.160409556314
50.5349131029248	4.01983750718832	VLPFC	54.5547506101131	7	1	1	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	2	10	212	VLPFC	0.0789265982636148	1041.03601351061	-0.0675291896606914	2.06576621667105e-06	63.4041937406319	2	911.505569837189
55.5392587504387	4.01961112731695	VLPFC	59.5588698777556	8	1	1	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	2	10	212	VLPFC	0	1073.31237060519	-0.106987942694809	3.38352305334653e-05	43.109683119196	0	1035.89134438306
60.5430416218042	4.01996339133382	VLPFC	64.5630050131381	9	1	1	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	2	10	212	VLPFC	0	649.635451985167	0.125935790886813	-7.82779770387089e-06	55.1232469582927	0	871.887924230466
65.5639817612469	4.02014816245436	VLPFC	69.5841299237013	10	1	1	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	2	10	212	VLPFC	0.0789265982636148	983.144442425043	0.125462013702346	-1.1120442073275e-05	47.6371890940207	1	1157.54670094259
